 Day:+25, З 1м/с, 746,  Evening:+23, 744
 Day:+24, З 2м/с, 739,  Evening:+19, 739
 Day:+19, З 1м/с, 738,  Evening:+15, 739
 Day:+22, С 2м/с, 741,  Evening:+17, 742
 Day:+23, З 3м/с, 740,  Evening:+17, 742
 Day:+21, СЗ 3м/с, 744,  Evening:+15, 745
 Day:+20, З 1м/с, 744,  Evening:+15, 745
 Day:+22, СВ 2м/с, 748,  Evening:+18, 748
 Day:+25, ЮВ 1м/с, 748,  Evening:+20, 749
 Day:+28, ЮВ 2м/с, 747,  Evening:+23, 745
 Day:+24, ЮЗ 3м/с, 741,  Evening:+17, 740
 Day:+24, С 3м/с, 749,  Evening:+19, 751
 Day:+19, СВ 2м/с, 749,  Evening:+19, 746
 Day:+25, ЮВ 2м/с, 747,  Evening:+22, 747
 Day:+28, ЮЗ 1м/с, 749,  Evening:+21, 749
 Day:+29, СЗ 2м/с, 750,  Evening:+22, 749
 Day:+27, СВ 2м/с, 749,  Evening:+24, 748
 Day:+25, В 2м/с, 747,  Evening:+20, 746
 Day:+25, СВ 2м/с, 748,  Evening:+21, 748
 Day:+27, С 2м/с, 749,  Evening:+17, 749
 Day:+30, З 2м/с, 750,  Evening:+21, 749
 Day:+32, В 1м/с, 750,  Evening:+28, 749
 Day:+34, СЗ 2м/с, 748,  Evening:+29, 746
 Day:+31, ЮВ 2м/с, 746,  Evening:+27, 745
 Day:+29, В 2м/с, 743,  Evening:+25, 743
 Day:+32, З 2м/с, 744,  Evening:+24, 745
 Day:+32, ЮЗ 2м/с, 745,  Evening:+23, 744
 Day:+27, Ю 3м/с, 742,  Evening:+25, 739
 Day:+19, З 6м/с, 742,  Evening:+16, 745
 Day:+22, ЮЗ 3м/с, 746,  Evening:+21, 745
 Day:+23, ЮЗ 3м/с, 746,  Evening:+22, 746
 Day:+27, ЮЗ 3м/с, 746,  Evening:+19, 748
 Day:+26, З 3м/с, 752,  Evening:+18, 754
 Day:+29, ЮЗ 3м/с, 753,  Evening:+22, 752
 Day:+23, З 2м/с, 750,  Evening:+19, 750
 Day:+24, З 2м/с, 750,  Evening:+20, 751
 Day:+24, СЗ 1м/с, 749,  Evening:+21, 749
 Day:+28, ЮЗ 2м/с, 748,  Evening:+23, 746
 Day:+25, СЗ 3м/с, 748,  Evening:+21, 749
 Day:+23, С 3м/с, 751,  Evening:+18, 752
 Day:+25, СВ 3м/с, 750,  Evening:+17, 750
 Day:+26, З 2м/с, 746,  Evening:+22, 746
 Day:+25, З 2м/с, 746,  Evening:+19, 746
 Day:+20, З 5м/с, 743,  Evening:+14, 746
 Day:+12, З 2м/с, 746,  Evening:+11, 748
 Day:+21, ЮЗ 2м/с, 749,  Evening:+19, 749
 Day:+22, Ш, 747,  Evening:+21, 746
 Day:+29, В 2м/с, 743,  Evening:+26, 741
 Day:+33, ЮЗ 3м/с, 741,  Evening:+21, 742
 Day:+25, З 3м/с, 746,  Evening:+18, 746
 Day:+24, СЗ 3м/с, 749,  Evening:+20, 747
 Day:+20, З 1м/с, 746,  Evening:+17, 746
 Day:+27, З 2м/с, 748,  Evening:+21, 746
 Day:+34, ЮЗ 3м/с, 743,  Evening:+24, 744
 Day:+33, ЮЗ 3м/с, 746,  Evening:+28, 746
 Day:+31, СВ 2м/с, 749,  Evening:+20, 747
 Day:+31, В 3м/с, 743,  Evening:+27, 740
 Day:+26, С 3м/с, 740,  Evening:+21, 742
 Day:+23, СЗ 3м/с, 744,  Evening:+20, 744
 Day:+23, С 3м/с, 743,  Evening:+19, 743
 Day:+21, СВ 2м/с, 743,  Evening:+19, 743
 Day:+26, СВ 2м/с, 743,  Evening:+21, 743
 Day:+19, Ш, 742,  Evening:+18, 743
 Day:+24, С 3м/с, 745,  Evening:+19, 747
 Day:+24, С 2м/с, 747,  Evening:+18, 748
 Day:+26, С 2м/с, 748,  Evening:+22, 748
 Day:+29, Ю 3м/с, 749,  Evening:+25, 747
 Day:+30, ЮВ 1м/с, 746,  Evening:+25, 746
 Day:+29, В 2м/с, 743,  Evening:+25, 741
 Day:+25, СЗ 2м/с, 740,  Evening:+19, 742
 Day:+11, С 2м/с, 745,  Evening:+9, 741
 Day:+14, С 3м/с, 740,  Evening:+8, 744
 Day:+13, З 2м/с, 740,  Evening:+8, 741
 Day:+18, З 3м/с, 741,  Evening:+10, 746
 Day:+16, З 1м/с, 751,  Evening:+8, 751
 Day:+21, Ю 3м/с, 751,  Evening:+20, 751
 Day:+27, З 2м/с, 752,  Evening:+22, 752
 Day:+27, З 2м/с, 753,  Evening:+18, 754
 Day:+29, З 2м/с, 757,  Evening:+21, 757
 Day:+30, ЮЗ 3м/с, 758,  Evening:+22, 756
 Day:+26, С 2м/с, 755,  Evening:+19, 754
 Day:+21, Ш, 748,  Evening:+21, 748
 Day:+29, З 2м/с, 746,  Evening:+20, 746
 Day:+24, ЮВ 2м/с, 748,  Evening:+17, 749
 Day:+21, СВ 3м/с, 752,  Evening:+16, 754
 Day:+22, В 2м/с, 754,  Evening:+17, 754
 Day:+21, З 1м/с, 753,  Evening:+18, 752
 Day:+25, В 2м/с, 754,  Evening:+16, 755
 Day:+27, З 2м/с, 758,  Evening:+17, 758
 Day:+27, З 1м/с, 758,  Evening:+19, 757
 Day:+27, С 1м/с, 755,  Evening:+19, 754
 Day:+27, З 1м/с, 752,  Evening:+23, 749
 Day:+26, Ю 1м/с, 746,  Evening:+22, 745
 Day:+12, С 4м/с, 749,  Evening:+12, 750
 Day:+15, В 3м/с, 749,  Evening:+15, 749
 Day:+21, В 2м/с, 743,  Evening:+20, 742
 Day:+25, З 2м/с, 741,  Evening:+20, 741
 Day:+18, З 3м/с, 743,  Evening:+12, 745
 Day:+25, З 2м/с, 746,  Evening:+16, 747
 Day:+27, ЮЗ 2м/с, 749,  Evening:+22, 748
 Day:+3, Ю 2м/с, 736,  Evening:+3, 734
 Day:+4, З 3м/с, 742,  Evening:+1, 744
 Day:+2, ЮЗ 3м/с, 745,  Evening:+1, 748
 Day:+4, З 3м/с, 755,  Evening:0, 756
 Day:+8, Ю 3м/с, 751,  Evening:+7, 749
 Day:+3, С 1м/с, 749,  Evening:+1, 749
 Day:+9, ЮВ 2м/с, 748,  Evening:+7, 746
 Day:+12, ЮВ 3м/с, 743,  Evening:+13, 743
 Day:+19, ЮВ 2м/с, 743,  Evening:+15, 742
 Day:+22, ЮВ 2м/с, 746,  Evening:+18, 745
 Day:+12, З 4м/с, 746,  Evening:+8, 749
 Day:+14, СВ 2м/с, 750,  Evening:+12, 749
 Day:+21, Ю 4м/с, 740,  Evening:+14, 743
 Day:+17, З 3м/с, 749,  Evening:+14, 750
 Day:+20, СВ 1м/с, 752,  Evening:+17, 751
 Day:+25, ЮВ 2м/с, 748,  Evening:+20, 747
 Day:+29, ЮВ 3м/с, 746,  Evening:+23, 745
 Day:+25, ЮЗ 3м/с, 744,  Evening:+21, 743
 Day:+24, СВ 2м/с, 745,  Evening:+19, 746
 Day:+25, В 3м/с, 747,  Evening:+21, 747
 Day:+28, ЮВ 3м/с, 747,  Evening:+22, 747
 Day:+17, В 1м/с, 746,  Evening:+16, 746
 Day:+25, ЮВ 1м/с, 747,  Evening:+21, 746
 Day:+22, З 3м/с, 747,  Evening:+16, 749
 Day:+23, СЗ 1м/с, 752,  Evening:+15, 752
 Day:+25, С 2м/с, 751,  Evening:+19, 752
 Day:+25, З 1м/с, 749,  Evening:+19, 749
 Day:+24, СЗ 2м/с, 750,  Evening:+19, 749
 Day:+22, З 3м/с, 748,  Evening:+21, 744
 Day:-3, ЮВ 2м/с, 744,  Evening:-3, 743
 Day:-3, В 2м/с, 740,  Evening:-6, 739
 Day:-4, В 2м/с, 736,  Evening:-6, 737
 Day:-3, ЮВ 2м/с, 741,  Evening:-6, 743
 Day:-3, С 3м/с, 740,  Evening:-5, 740
 Day:-3, В 2м/с, 741,  Evening:-6, 743
 Day:-6, В 2м/с, 746,  Evening:-9, 746
 Day:-7, В 2м/с, 750,  Evening:-7, 750
 Day:-6, ЮВ 2м/с, 749,  Evening:-13, 751
 Day:-13, В 2м/с, 754,  Evening:-15, 755
 Day:-10, ЮВ 1м/с, 756,  Evening:-15, 758
 Day:-12, Ю 2м/с, 755,  Evening:-16, 753
 Day:-11, В 3м/с, 740,  Evening:-10, 737
 Day:-5, В 3м/с, 728,  Evening:-2, 722
 Day:-1, З 2м/с, 736,  Evening:-5, 739
 Day:-3, СЗ 2м/с, 743,  Evening:-8, 745
 Day:-6, З 3м/с, 743,  Evening:-6, 742
 Day:+1, З 4м/с, 742,  Evening:+1, 741
 Day:+6, СЗ 1м/с, 747,  Evening:-1, 749
 Day:0, Ю 3м/с, 743,  Evening:0, 743
 Day:+1, ЮЗ 5м/с, 737,  Evening:0, 739
 Day:+3, СЗ 2м/с, 742,  Evening:-1, 737
 Day:0, З 3м/с, 742,  Evening:-4, 742
 Day:-2, С 2м/с, 740,  Evening:-4, 743
 Day:-1, СЗ 3м/с, 747,  Evening:-4, 749
 Day:-3, ЮВ 3м/с, 747,  Evening:-3, 737
 Day:0, ЮЗ 3м/с, 732,  Evening:-1, 734
 Day:-3, З 3м/с, 738,  Evening:-5, 742
 Day:-2, ЮЗ 3м/с, 746,  Evening:-4, 746
 Day:+2, ЮЗ 5м/с, 741,  Evening:+3, 742
 Day:-19, В 3м/с, 772,  Evening:-21, 773
 Day:-19, В 2м/с, 772,  Evening:-21, 772
 Day:-19, В 1м/с, 777,  Evening:-24, 779
 Day:-15, С 2м/с, 776,  Evening:-20, 774
 Day:-14, СВ 2м/с, 770,  Evening:-16, 770
 Day:-13, В 2м/с, 769,  Evening:-14, 767
 Day:-13, В 5м/с, 760,  Evening:-11, 758
 Day:-12, В 3м/с, 756,  Evening:-16, 758
 Day:-17, ЮВ 2м/с, 762,  Evening:-18, 762
 Day:-14, ЮВ 2м/с, 763,  Evening:-16, 764
 Day:-17, Ш, 766,  Evening:-25, 766
 Day:-17, ЮВ 1м/с, 764,  Evening:-18, 764
 Day:-13, В 2м/с, 764,  Evening:-14, 763
 Day:-11, ЮВ 4м/с, 758,  Evening:-14, 757
 Day:-10, ЮВ 2м/с, 758,  Evening:-13, 759
 Day:-8, В 3м/с, 758,  Evening:-12, 758
 Day:-9, ЮВ 2м/с, 760,  Evening:-12, 761
 Day:-6, СЗ 2м/с, 762,  Evening:-11, 763
 Day:-6, СЗ 2м/с, 765,  Evening:-10, 764
 Day:-5, З 1м/с, 761,  Evening:-10, 760
 Day:-10, Ю 2м/с, 757,  Evening:-13, 757
 Day:-8, Ю 2м/с, 756,  Evening:-13, 755
 Day:-8, ЮВ 3м/с, 751,  Evening:-11, 749
 Day:-10, ЮВ 4м/с, 746,  Evening:-10, 746
 Day:-9, В 5м/с, 745,  Evening:-10, 745
 Day:-9, В 4м/с, 746,  Evening:-8, 747
 Day:-3, В 2м/с, 749,  Evening:-3, 749
 Day:-5, В 2м/с, 753,  Evening:-5, 752
 Day:-6, В 2м/с, 751,  Evening:-7, 750
 Day:-6, В 1м/с, 752,  Evening:-9, 752
 Day:-11, Ю 2м/с, 749,  Evening:-9, 749
 Day:-4, Ю 2м/с, 749,  Evening:-2, 749
 Day:-1, Ю 3м/с, 754,  Evening:-5, 755
 Day:-8, ЮВ 2м/с, 756,  Evening:-9, 758
 Day:-10, ЮВ 3м/с, 759,  Evening:-12, 759
 Day:-11, В 4м/с, 758,  Evening:-12, 757
 Day:-11, В 2м/с, 753,  Evening:-11, 752
 Day:-10, ЮЗ 1м/с, 750,  Evening:-12, 750
 Day:-10, Ю 2м/с, 749,  Evening:-8, 748
 Day:-4, Ю 2м/с, 747,  Evening:-4, 747
 Day:-3, ЮВ 2м/с, 749,  Evening:-4, 750
 Day:-3, В 2м/с, 754,  Evening:-4, 755
 Day:-6, ЮВ 3м/с, 754,  Evening:-6, 753
 Day:-4, ЮВ 4м/с, 754,  Evening:-4, 757
 Day:-7, В 4м/с, 758,  Evening:-9, 758
 Day:-11, В 2м/с, 762,  Evening:-14, 762
 Day:-13, В 2м/с, 764,  Evening:-15, 764
 Day:-14, ЮВ 2м/с, 769,  Evening:-15, 769
 Day:-12, В 2м/с, 769,  Evening:-14, 769
 Day:-9, В 2м/с, 767,  Evening:-10, 766
 Day:-6, В 2м/с, 763,  Evening:-7, 762
 Day:-6, В 2м/с, 764,  Evening:-9, 765
 Day:-8, В 3м/с, 770,  Evening:-10, 771
 Day:-9, СВ 3м/с, 769,  Evening:-10, 767
 Day:-10, В 1м/с, 765,  Evening:-14, 766
 Day:-10, СЗ 1м/с, 767,  Evening:-15, 766
 Day:-16, СВ 2м/с, 766,  Evening:-18, 767
 Day:-5, В 1м/с, 749,  Evening:-6, 752
 Day:-6, СВ 2м/с, 754,  Evening:-5, 756
 Day:-4, ЮЗ 2м/с, 757,  Evening:-8, 756
 Day:-6, ЮЗ 3м/с, 754,  Evening:-6, 753
 Day:-1, ЮЗ 4м/с, 750,  Evening:0, 752
 Day:0, ЮЗ 4м/с, 753,  Evening:-1, 753
 Day:-7, ЮВ 3м/с, 755,  Evening:-7, 755
 Day:-10, ЮВ 2м/с, 757,  Evening:-10, 758
 Day:-7, В 2м/с, 758,  Evening:-9, 758
 Day:-12, ЮВ 2м/с, 758,  Evening:-14, 757
 Day:-14, В 1м/с, 755,  Evening:-15, 753
 Day:-9, В 2м/с, 747,  Evening:-9, 749
 Day:-5, С 2м/с, 757,  Evening:-6, 759
 Day:-11, В 1м/с, 763,  Evening:-11, 762
 Day:-8, ЮЗ 2м/с, 762,  Evening:-9, 763
 Day:-9, ЮВ 1м/с, 763,  Evening:-11, 762
 Day:-13, ЮВ 3м/с, 763,  Evening:-13, 764
 Day:-12, ЮВ 3м/с, 767,  Evening:-14, 767
 Day:-11, Ю 4м/с, 768,  Evening:-11, 769
 Day:-8, ЮВ 3м/с, 766,  Evening:-8, 764
 Day:-7, ЮВ 4м/с, 759,  Evening:-8, 759
 Day:-10, Ю 2м/с, 755,  Evening:-10, 754
 Day:-9, ЮВ 2м/с, 752,  Evening:-8, 751
 Day:-5, З 1м/с, 750,  Evening:-5, 751
 Day:-8, Ш, 752,  Evening:-9, 752
 Day:-8, З 4м/с, 748,  Evening:-6, 743
 Day:0, З 2м/с, 736,  Evening:+1, 737
 Day:+1, СЗ 4м/с, 729,  Evening:-2, 731
 Day:-3, СЗ 4м/с, 748,  Evening:-4, 750
 Day:-3, ЮЗ 2м/с, 753,  Evening:-5, 755
 Day:+7, ЮЗ 2м/с, 744,  Evening:+5, 744
 Day:+6, С 1м/с, 751,  Evening:+6, 752
 Day:+5, ЮЗ 5м/с, 748,  Evening:+4, 746
 Day:+1, С 2м/с, 746,  Evening:-2, 749
 Day:-7, С 3м/с, 755,  Evening:-9, 757
 Day:-9, СВ 3м/с, 758,  Evening:-11, 759
 Day:-5, СЗ 3м/с, 758,  Evening:-7, 758
 Day:-3, Ю 4м/с, 747,  Evening:-4, 741
 Day:-4, В 3м/с, 738,  Evening:-3, 740
 Day:0, ЮВ 2м/с, 750,  Evening:0, 753
 Day:-1, СВ 2м/с, 755,  Evening:-2, 755
 Day:-2, С 1м/с, 757,  Evening:-3, 759
 Day:-3, СЗ 2м/с, 760,  Evening:-5, 756
 Day:-2, З 2м/с, 751,  Evening:-3, 749
 Day:-2, З 3м/с, 740,  Evening:-3, 740
 Day:-6, ЮЗ 3м/с, 744,  Evening:-5, 744
 Day:-6, ЮЗ 3м/с, 745,  Evening:-6, 741
 Day:-5, С 4м/с, 746,  Evening:-5, 749
 Day:-5, ЮЗ 2м/с, 751,  Evening:-5, 746
 Day:0, СЗ 3м/с, 737,  Evening:-5, 743
 Day:-4, СЗ 4м/с, 751,  Evening:-7, 752
 Day:-7, З 3м/с, 748,  Evening:-8, 749
 Day:-12, СВ 2м/с, 758,  Evening:-14, 761
 Day:-13, З 1м/с, 762,  Evening:-13, 761
 Day:-8, ЮЗ 2м/с, 754,  Evening:-7, 752
 Day:-5, ЮЗ 2м/с, 755,  Evening:-7, 753
 Day:-9, Ю 3м/с, 751,  Evening:-8, 752
 Day:-5, Ю 5м/с, 748,  Evening:-5, 746
 Day:-5, В 2м/с, 751,  Evening:-4, 744
 Day:+12, ЮЗ 2м/с, 737,  Evening:+9, 735
 Day:+7, СВ 3м/с, 731,  Evening:+7, 732
 Day:+10, ЮЗ 1м/с, 737,  Evening:+9, 739
 Day:+9, СЗ 2м/с, 741,  Evening:+8, 743
 Day:+9, ЮЗ 2м/с, 744,  Evening:+10, 742
 Day:+12, СЗ 2м/с, 742,  Evening:+7, 745
 Day:+14, З 2м/с, 749,  Evening:+11, 750
 Day:+16, ЮЗ 3м/с, 751,  Evening:+13, 753
 Day:+17, Ю 3м/с, 756,  Evening:+13, 757
 Day:+17, ЮВ 2м/с, 755,  Evening:+14, 753
 Day:+15, Ю 3м/с, 749,  Evening:+15, 748
 Day:+17, ЮЗ 3м/с, 746,  Evening:+16, 745
 Day:+19, ЮЗ 3м/с, 739,  Evening:+12, 740
 Day:+11, З 2м/с, 749,  Evening:+3, 751
 Day:+10, СЗ 1м/с, 754,  Evening:+5, 754
 Day:+6, СЗ 2м/с, 756,  Evening:+3, 758
 Day:+6, З 2м/с, 759,  Evening:+3, 760
 Day:+7, ЮВ 1м/с, 759,  Evening:+3, 759
 Day:+9, В 2м/с, 755,  Evening:+6, 755
 Day:+12, ЮВ 1м/с, 756,  Evening:+9, 757
 Day:+15, Ю 1м/с, 757,  Evening:+10, 757
 Day:+8, СЗ 2м/с, 755,  Evening:+7, 755
 Day:+8, З 2м/с, 754,  Evening:+4, 753
 Day:+4, СВ 2м/с, 752,  Evening:+3, 753
 Day:+4, СВ 3м/с, 754,  Evening:+1, 755
 Day:+3, СВ 2м/с, 757,  Evening:0, 757
 Day:+3, С 3м/с, 755,  Evening:+3, 755
 Day:+1, СЗ 2м/с, 758,  Evening:0, 761
 Day:+1, З 3м/с, 758,  Evening:+1, 755
 Day:+3, З 3м/с, 748,  Evening:+4, 747
 Day:+29, З 3м/с, 749,  Evening:+22, 748
 Day:+28, Ю 3м/с, 746,  Evening:+23, 743
 Day:+22, Ш, 743,  Evening:+19, 744
 Day:+21, СВ 1м/с, 749,  Evening:+14, 749
 Day:+19, СВ 2м/с, 748,  Evening:+16, 746
 Day:+18, В 1м/с, 737,  Evening:+13, 737
 Day:+13, Ю 2м/с, 736,  Evening:+12, 737
 Day:+14, З 2м/с, 738,  Evening:+14, 739
 Day:+20, ЮВ 2м/с, 739,  Evening:+16, 738
 Day:+16, ЮЗ 4м/с, 737,  Evening:+13, 738
 Day:+16, ЮЗ 3м/с, 740,  Evening:+15, 740
 Day:+14, Ю 1м/с, 740,  Evening:+12, 739
 Day:+15, Ш, 740,  Evening:+10, 742
 Day:+17, З 3м/с, 746,  Evening:+15, 747
 Day:+22, СЗ 3м/с, 745,  Evening:+15, 746
 Day:+15, ЮВ 1м/с, 746,  Evening:+16, 745
 Day:+17, С 1м/с, 746,  Evening:+9, 746
 Day:+15, З 2м/с, 747,  Evening:+12, 749
 Day:+15, СЗ 2м/с, 752,  Evening:+8, 752
 Day:+14, СЗ 3м/с, 752,  Evening:+7, 752
 Day:+10, З 2м/с, 745,  Evening:+11, 744
 Day:+10, СЗ 2м/с, 749,  Evening:+7, 749
 Day:+13, З 2м/с, 748,  Evening:+13, 749
 Day:+20, ЮЗ 3м/с, 747,  Evening:+14, 746
 Day:+10, В 1м/с, 743,  Evening:+11, 741
 Day:+11, З 6м/с, 744,  Evening:+8, 747
 Day:+9, СЗ 2м/с, 749,  Evening:+6, 749
 Day:+9, ЮЗ 2м/с, 749,  Evening:+9, 745
 Day:+10, З 4м/с, 743,  Evening:+9, 746
 Day:+21, С 1м/с, 738,  Evening:+19, 740
 Day:+18, Ю 2м/с, 743,  Evening:+16, 743
 Day:+21, С 3м/с, 747,  Evening:+17, 749
 Day:+22, В 3м/с, 746,  Evening:+19, 746
 Day:+19, В 2м/с, 741,  Evening:+17, 740
 Day:+22, СЗ 4м/с, 742,  Evening:+19, 745
 Day:+23, СЗ 3м/с, 749,  Evening:+15, 750
 Day:+27, ЮЗ 2м/с, 751,  Evening:+18, 751
 Day:+29, ЮЗ 3м/с, 752,  Evening:+23, 751
 Day:+32, СЗ 2м/с, 752,  Evening:+22, 752
 Day:+31, В 2м/с, 751,  Evening:+26, 750
 Day:+34, СВ 2м/с, 748,  Evening:+28, 749
 Day:+28, В 2м/с, 748,  Evening:+25, 748
 Day:+29, В 2м/с, 747,  Evening:+26, 747
 Day:+33, В 2м/с, 746,  Evening:+27, 746
 Day:+31, В 3м/с, 746,  Evening:+23, 746
 Day:+25, СВ 3м/с, 746,  Evening:+20, 746
 Day:+23, СВ 2м/с, 746,  Evening:+18, 746
 Day:+22, В 2м/с, 746,  Evening:+18, 747
 Day:+19, В 2м/с, 747,  Evening:+17, 748
 Day:+22, В 2м/с, 746,  Evening:+20, 745
 Day:+14, СВ 3м/с, 742,  Evening:+13, 742
 Day:+18, С 3м/с, 744,  Evening:+14, 746
 Day:+13, ЮВ 1м/с, 749,  Evening:+10, 750
 Day:+18, С 3м/с, 751,  Evening:+13, 753
 Day:+22, З 2м/с, 754,  Evening:+19, 753
 Day:+22, СЗ 3м/с, 752,  Evening:+15, 752
 Day:+20, З 2м/с, 746,  Evening:+18, 747
 Day:+21, Ш, 750,  Evening:+17, 750
 Day:+27, З 2м/с, 750,  Evening:+17, 749
 Day:+26, В 2м/с, 750,  Evening:+23, 749
 Day:+29, ЮВ 2м/с, 749,  Evening:+25, 748
 Day:+31, ЮВ 2м/с, 747,  Evening:+26, 746
 Day:+33, С 1м/с, 746,  Evening:+25, 746
 Day:+33, ЮВ 3м/с, 746,  Evening:+28, 746
 Day:+29, С 1м/с, 748,  Evening:+27, 747
 Day:+32, ЮВ 2м/с, 749,  Evening:+29, 747
 Day:+35, З 1м/с, 745,  Evening:+25, 747
 Day:+30, З 3м/с, 743,  Evening:+23, 743
 Day:+21, С 1м/с, 740,  Evening:+20, 740
 Day:+22, СВ 3м/с, 746,  Evening:+17, 748
 Day:+24, СЗ 3м/с, 749,  Evening:+20, 749
 Day:+27, СВ 2м/с, 749,  Evening:+20, 749
 Day:+26, З 3м/с, 749,  Evening:, 
 Day:+27, СЗ 4м/с, 750,  Evening:+22, 749
 Day:+27, С 2м/с, 751,  Evening:+22, 749
 Day:+28, З 2м/с, 749,  Evening:+23, 747
 Day:+30, Ш, 746,  Evening:+23, 746
 Day:+32, З 2м/с, 746,  Evening:+26, 746
 Day:+31, З 2м/с, 747,  Evening:+26, 748
 Day:+30, ЮВ 2м/с, 750,  Evening:+24, 750
 Day:+27, В 2м/с, 752,  Evening:+19, 743
 Day:+29, В 2м/с, 751,  Evening:+26, 750
 Day:+31, СВ 2м/с, 752,  Evening:+28, 752
 Day:+32, СВ 2м/с, 753,  Evening:+30, 753
 Day:+36, Ю 2м/с, 754,  Evening:+29, 754
 Day:+27, СЗ 1м/с, 753,  Evening:+26, 751
 Day:+32, Ш, 747,  Evening:+27, 746
 Day:+34, С 3м/с, 741,  Evening:+23, 741
 Day:+31, З 3м/с, 740,  Evening:+23, 740
 Day:+22, С 4м/с, 750,  Evening:+19, 750
 Day:+25, С 4м/с, 747,  Evening:+22, 746
 Day:+27, С 3м/с, 743,  Evening:+21, 742
 Day:+17, ЮЗ 2м/с, 737,  Evening:+14, 736
 Day:+15, З 4м/с, 734,  Evening:+14, 737
 Day:+18, СЗ 3м/с, 740,  Evening:+15, 742
 Day:+14, С 3м/с, 746,  Evening:+11, 746
 Day:+17, Ю 2м/с, 743,  Evening:+12, 743
 Day:+17, ЮВ 2м/с, 741,  Evening:+15, 740
 Day:+17, СЗ 2м/с, 738,  Evening:+16, 737
 Day:+17, СЗ 1м/с, 735,  Evening:+16, 735
 Day:+16, З 2м/с, 740,  Evening:+12, 742
 Day:+20, З 2м/с, 744,  Evening:+16, 745
 Day:+19, В 2м/с, 747,  Evening:+17, 747
 Day:+21, ЮВ 1м/с, 745,  Evening:+19, 744
 Day:+21, С 1м/с, 746,  Evening:+16, 747
 Day:+19, З 4м/с, 745,  Evening:+17, 743
 Day:+19, СЗ 4м/с, 745,  Evening:+20, 745
 Day:+25, Ш, 745,  Evening:+22, 744
 Day:+20, ЮВ 3м/с, 743,  Evening:+19, 742
 Day:+20, В 1м/с, 738,  Evening:+18, 739
 Day:+17, Ю 1м/с, 738,  Evening:+17, 740
 Day:+19, З 2м/с, 740,  Evening:+17, 741
 Day:+23, С 3м/с, 742,  Evening:+18, 741
 Day:+20, СВ 2м/с, 741,  Evening:+19, 741
 Day:+23, В 2м/с, 744,  Evening:+20, 746
 Day:+27, В 2м/с, 749,  Evening:+23, 749
 Day:+29, В 1м/с, 750,  Evening:+24, 749
 Day:+14, ЮВ 2м/с, 748,  Evening:+12, 747
 Day:+19, В 2м/с, 744,  Evening:+13, 745
 Day:+17, С 2м/с, 739,  Evening:+14, 739
 Day:+14, Ю 1м/с, 742,  Evening:+14, 742
 Day:+17, ЮВ 2м/с, 746,  Evening:+14, 747
 Day:+16, В 6м/с, 753,  Evening:+12, 755
 Day:+18, ЮВ 3м/с, 760,  Evening:+15, 760
 Day:+23, В 3м/с, 758,  Evening:+18, 758
 Day:+24, ЮВ 2м/с, 755,  Evening:+19, 754
 Day:+23, З 3м/с, 751,  Evening:+19, 750
 Day:+21, СВ 2м/с, 746,  Evening:+16, 746
 Day:+12, С 3м/с, 749,  Evening:+9, 750
 Day:+12, С 2м/с, 748,  Evening:+9, 748
 Day:+14, З 2м/с, 748,  Evening:+12, 749
 Day:+15, СВ 2м/с, 752,  Evening:+13, 753
 Day:+20, В 3м/с, 753,  Evening:+20, 752
 Day:+22, ЮЗ 1м/с, 753,  Evening:+18, 754
 Day:+21, З 2м/с, 752,  Evening:+19, 752
 Day:+21, З 3м/с, 749,  Evening:+16, 750
 Day:+21, З 2м/с, 752,  Evening:+15, 752
 Day:+26, З 3м/с, 750,  Evening:+19, 749
 Day:+26, С 2м/с, 749,  Evening:+21, 749
 Day:+25, С 2м/с, 749,  Evening:+18, 750
 Day:+22, С 3м/с, 751,  Evening:+18, 751
 Day:+21, Ю 2м/с, 749,  Evening:+17, 747
 Day:+22, ЮЗ 2м/с, 744,  Evening:+20, 743
 Day:+15, В 2м/с, 744,  Evening:+13, 741
 Day:+15, ЮВ 1м/с, 744,  Evening:+13, 747
 Day:+21, СЗ 3м/с, 750,  Evening:+17, 751
 Day:+26, ЮЗ 4м/с, 752,  Evening:+24, 752
 Day:+1, СЗ 2м/с, 758,  Evening:-2, 761
 Day:+2, З 4м/с, 764,  Evening:-3, 763
 Day:+3, З 3м/с, 763,  Evening:+2, 764
 Day:+7, З 4м/с, 764,  Evening:+3, 764
 Day:+8, ЮВ 2м/с, 761,  Evening:+4, 760
 Day:+8, ЮВ 3м/с, 752,  Evening:+4, 750
 Day:+8, ЮВ 3м/с, 741,  Evening:+5, 737
 Day:+4, ЮВ 1м/с, 735,  Evening:+3, 734
 Day:+4, Ю 2м/с, 734,  Evening:+2, 732
 Day:+5, ЮЗ 4м/с, 731,  Evening:+3, 732
 Day:+7, ЮЗ 2м/с, 741,  Evening:+5, 742
 Day:+8, Ю 2м/с, 746,  Evening:+5, 746
 Day:+7, С 2м/с, 746,  Evening:+4, 743
 Day:+7, СЗ 3м/с, 738,  Evening:+4, 739
 Day:+5, З 2м/с, 743,  Evening:+5, 747
 Day:+7, В 4м/с, 747,  Evening:+8, 744
 Day:+8, З 3м/с, 746,  Evening:+4, 746
 Day:+11, ЮЗ 4м/с, 740,  Evening:+8, 737
 Day:+5, З 2м/с, 737,  Evening:+3, 738
 Day:+5, З 3м/с, 744,  Evening:+4, 746
